-0.235,0.469,0.84,0.358,0.298147,0.546028387540428,0.980786,0.990346404042545,0.524581738149547,103.591622773948,-105.629595589781,-0.122,-0.275,-1.19,-0.529,0.333543,0.577531817305332,1.506609,1.22744001890113,0.300847137264093,1
-0.236,0.478,0.842,0.361333333333333,0.300729333333333,0.54838794054331,0.993144,0.996566104179748,0.53308535901861,103.650576673238,-105.65738938158,-0.275,-0.305,-1.19,-0.59,0.270225,0.519831703534904,1.58475,1.25886853960213,0.410670183967621,1
-0.238,0.479,0.84,0.360333333333333,0.301082333333333,0.548709698596018,0.991685,0.995833821478262,0.534869142875152,103.768528752125,-105.8191939475,-0.275,-0.305,-1.19,-0.59,0.270225,0.519831703534904,1.58475,1.25886853960213,0.410670183967621,1
-0.236,0.482,0.842,0.362666666666667,0.301201333333333,0.548818124093341,0.996984,0.998490861250117,0.536674948176268,103.650576673238,-105.65738938158,-0.275,-0.183,-1.19,-0.549333333333333,0.309956333333333,0.556737221077712,1.525214,1.23499554655067,0.330324083287913,1
-0.237,0.479,0.845,0.362333333333333,0.302889333333333,0.550353825582537,0.999635,0.999817483343835,0.534424924568456,103.709545308109,-105.667393830731,-0.244,-0.122,-1.19,-0.518666666666667,0.341737333333333,0.584583042290258,1.49052,1.22086854329203,0.272800293254974,1
-0.237,0.478,0.845,0.362,0.302773,0.550248125848694,0.998678,0.999338781394978,0.533528818340678,103.709545308109,-105.667393830731,-0.305,-0.031,-1.312,-0.549333333333333,0.455014333333333,0.674547502651469,1.81533,1.34734182745137,0.306571362002389,1
-0.239,0.474,0.845,0.36,0.303511,0.550918324255057,0.995822,0.997908813469447,0.530845551926358,103.827527079007,-105.793037703534,-0.336,0.031,-1.312,-0.539,0.481819,0.69413183185905,1.835201,1.35469590683666,0.337427029148526,1
-0.242,0.474,0.838,0.356666666666667,0.301925333333333,0.549477327406084,0.985484,0.992715467795279,0.532202968800438,104.004612096386,-106.107808699182,-0.58,0.031,-1.404,-0.651,0.518587,0.720129849402176,2.308577,1.51940021060944,0.580827857458645,1
-0.242,0.476,0.838,0.357333333333333,0.302161333333333,0.549692034991715,0.987384,0.993671978069222,0.533985018516437,104.004612096386,-106.107808699182,-0.58,-0.183,-1.404,-0.722333333333333,0.387904333333333,0.622819663573119,2.341105,1.53006699199741,0.608185004747733,1
-0.242,0.476,0.844,0.359333333333333,0.305057333333333,0.552319955581304,0.997476,0.998737202671453,0.533985018516437,104.004612096386,-105.999177905946,-0.458,-0.244,-1.404,-0.702,0.381052,0.617294095225282,2.240516,1.49683532828431,0.518941229813165,1
-0.242,0.473,0.844,0.358333333333333,0.304710333333333,0.552005736685167,0.994629,0.997310884328452,0.531312525732266,104.004612096386,-105.999177905946,-0.427,-0.275,-1.343,-0.681666666666667,0.333797333333333,0.577751965235371,2.061603,1.43582833235732,0.507891720743703,1
-0.239,0.473,0.847,0.360333333333333,0.304369333333333,0.551696776620394,0.998259,0.999129120784696,0.529952828089444,103.827527079007,-105.75760019918,-0.427,-0.305,-1.343,-0.691666666666667,0.321897333333333,0.567359968039104,2.079003,1.44187482119635,0.5247418412896,1
-0.236,0.474,0.84,0.359333333333333,0.299305333333333,0.547088048976884,0.985972,0.992961227843263,0.529501652499782,103.650576673238,-105.692834276937,-0.305,-0.305,-1.282,-0.630666666666667,0.318176333333333,0.564071212998264,1.829574,1.35261746255177,0.431335136523794,1
-0.236,0.479,0.843,0.362,0.301327,0.548932600598653,0.995786,0.997890775586186,0.533982209441476,103.650576673238,-105.639725412659,-0.305,-0.305,-1.221,-0.610333333333333,0.279685333333333,0.528852846577697,1.676891,1.29494826151472,0.431335136523794,1
-0.236,0.479,0.837,0.36,0.298453,0.546308520892728,0.985706,0.99282727601532,0.533982209441476,103.650576673238,-105.746295904773,-0.305,-0.275,-1.16,-0.58,0.252525,0.502518656370089,1.51425,1.23054865811962,0.410670183967621,1
-0.236,0.479,0.837,0.36,0.298453,0.546308520892728,0.985706,0.99282727601532,0.533982209441476,103.650576673238,-105.746295904773,-0.214,0.031,-1.221,-0.468,0.440263,0.663523172165072,1.537598,1.23999919354812,0.216233669903648,1
-0.239,0.477,0.835,0.357666666666667,0.299049333333333,0.546854032931397,0.981875,0.990896059130321,0.53352600686377,103.827527079007,-105.97258035856,-0.305,0.031,-1.251,-0.508333333333333,0.441889333333333,0.664747571137596,1.658987,1.28801669243842,0.306571362002389,1
-0.239,0.477,0.835,0.357666666666667,0.299049333333333,0.546854032931397,0.981875,0.990896059130321,0.53352600686377,103.827527079007,-105.97258035856,-0.275,-0.214,-1.343,-0.610666666666667,0.403164333333333,0.634952229174237,1.92507,1.38746891857079,0.348455162108412,1
-0.239,0.477,0.835,0.357666666666667,0.299049333333333,0.546854032931397,0.981875,0.990896059130321,0.53352600686377,103.827527079007,-105.97258035856,-0.275,-0.305,-1.251,-0.610333333333333,0.308065333333333,0.555036335146928,1.733651,1.31668181425886,0.410670183967621,1
-0.239,0.475,0.846,0.360666666666667,0.304110333333333,0.551461996272937,0.998462,0.999230704091903,0.531738657612929,103.827527079007,-105.775299555206,-0.275,-0.214,-1.251,-0.58,0.338611,0.581902912864337,1.686422,1.29862311699738,0.348455162108412,1
-0.241,0.477,0.835,0.357,0.300244,0.547945252739724,0.982835,0.991380350824042,0.534424924568456,103.945568677025,-106.099343412818,-0.397,-0.214,-1.251,-0.620666666666667,0.306362333333333,0.553500075278526,1.768406,1.32981427274639,0.451004434567998,1
