0.573369565,0.038617391,-0.415256522,0.065576812,0.540825222,0.874486957,1.049101681,0.77202655,49.91797972,37.15308786,1.076830435,-5.011021739,-0.313269565,13.82856607,-0.002682609,0.001978261,-0.004856522,0.000301727,0.674759336,13.82856607,-5.011021739,-0.313269565,13.82856607,1
0.599404,0.076004,-0.440464,0.078314667,0.514952639,0.857206,1.043636169,0.765004499,45.65442385,37.1722659,-1.730512,-1.020088,-2.894336,12.62132373,-0.002562,0.001864,-0.004202,0.000250104,0.674028886,12.62132373,-1.020088,-2.894336,12.62132373,1
0.599518325,0.027701571,-0.364429319,0.087596859,0.523178365,0.834921466,1.034983289,0.774379817,46.15707756,32.79733621,0.283633508,0.785811518,-2.772701571,15.43747119,-0.003329843,0.002036649,-0.005882199,0.000391583,0.656754451,15.43747119,0.785811518,-2.772701571,15.43747119,1
0.56341,0.02414,-0.4437,0.04795,0.532541265,0.833515,1.062125126,0.754605323,50.06757494,39.9621139,-0.41207,-3.513415,-1.841775,15.15831225,-0.00368,0.0019025,-0.005565,0.000332394,0.674576155,15.15831225,-3.513415,-1.841775,15.15831225,1
0.60448,0.009945,-0.34731,0.089038333,0.541478498,0.85556,1.062356345,0.832768977,47.43233583,34.42741508,-0.42114,-2.394935,-0.781625,16.41337002,-0.00335,0.002335,-0.0056325,0.000404109,0.668010597,16.41337002,-2.394935,-0.781625,16.41337002,1
0.622338095,6.66667E-05,-0.325295238,0.099036508,0.533395892,0.850283333,1.059664547,0.840695275,45.7268435,32.46917799,-0.470895238,-2.280742857,-0.76687619,15.72841103,-0.003190476,0.002166667,-0.005269048,0.000406926,0.665234211,15.72841103,-2.280742857,-0.76687619,15.72841103,1
0.568864253,0.040624434,-0.377076923,0.077470588,0.50506837,0.843065611,1.046231961,0.760977735,49.53578619,35.36452024,0.449832579,-2.681140271,-0.943352941,15.25888871,-0.003223982,0.001717195,-0.005294118,0.000336348,0.656759959,15.25888871,-2.681140271,-0.943352941,15.25888871,1
0.585954751,0.038122172,-0.447371041,0.058901961,0.544868101,0.829861991,1.061109964,0.785440376,46.79092646,40.08181889,-1.532936652,-2.740515837,-1.963859729,14.38497069,-0.00300905,0.001606335,-0.004667421,0.000281859,0.67990744,14.38497069,-2.740515837,-1.963859729,14.38497069,1
0.616203252,0.042780488,-0.381792683,0.092397019,0.521700333,0.854579268,1.047070893,0.784426514,46.31513912,34.09728388,-1.113036585,-0.934284553,-0.319878049,12.51930518,-0.002394309,0.001634146,-0.004412602,0.000257529,0.668309549,12.51930518,-0.934284553,-0.319878049,12.51930518,1
0.609525,0.00185,-0.434175,0.059066667,0.559512861,0.827658333,1.060509845,0.763278496,46.31825442,36.07105585,0.782791667,-1.353570833,-0.964916667,13.19625769,-0.002647917,0.001389583,-0.004585417,0.000253929,0.674934989,13.19625769,-1.353570833,-0.964916667,13.19625769,1
0.60702,-0.00812,-0.394115,0.068261667,0.54811375,0.8461325,1.064510919,0.797886755,46.5028877,35.11150465,1.864285,-0.73844,0.558265,14.82156485,-0.0031475,0.001805,-0.0055,0.000359686,0.67353102,14.82156485,-0.73844,0.558265,14.82156485,1
0.630394872,0.072738462,-0.302717949,0.133471795,0.528565978,0.911187179,1.048084829,0.835214179,44.88678687,29.44270166,-1.083441026,-0.868153846,0.14085641,12.51625164,-0.003438462,0.002964103,-0.005466667,0.000373703,0.672715447,12.51625164,-0.868153846,0.14085641,12.51625164,1
